additional_rights_component_ids,alignment_mode,asset_ids,code_data_refs,concept_ids,content_hash_guard,design_questions,edition_id,id,locale,order,parent_id,prerequisite_concept_ids,provenance,recorded_at,required_parameters,resource_id,responsible_workflow,rights_component_id,schema_name,schema_version,source_book_label,source_bytes,source_content_sha256,source_environment,source_file_sha256,source_line,source_line_end,source_local_id,source_locale,source_path,source_target_relationship,starred,status,supersedes_id,target_block_alignment_overrides,target_content_sha256,target_environment,target_hash_guard,target_line,target_line_end,target_local_id,target_locale,target_only_blocks,target_path,title_source,title_target,topology_order_path,topology_path,translation_state,unit_type
,,,,"[""concept.epsilon-constraint-method"",""concept.lexicographic-optimization"",""concept.multiobjective-optimization"",""concept.pareto-optimality"",""concept.weighted-sum-method""]",,,edition.r017.id-id.draft,unit.r017.book1.ch13.text.subsubsection-003,id-ID,3,unit.r017.book1.ch13.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,,,d3d83cb13eb0b34433551b1ed228c51dcbc062ab90f125049c7f323a3cf065b3,,,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,translation_target_projection,false,verified,,,cc53d89646456e192537623824d4f3c26044907210bffe6e1a9e9d5e739652d6,subsubsection,pass,390,390,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,,Penjadwalan Staf Layanan Kesehatan,"[1,15,1,1,2,1,3]","[""unit.r017.book1"",""unit.r017.book1.ch13"",""unit.r017.book1.ch13.text"",""unit.r017.book1.ch13.text.chapter-001"",""unit.r017.book1.ch13.text.section-002"",""unit.r017.book1.ch13.text.subsection-001"",""unit.r017.book1.ch13.text.subsubsection-003""]",structurally_verified,subsubsection
,,,,"[""concept.epsilon-constraint-method"",""concept.lexicographic-optimization"",""concept.multiobjective-optimization"",""concept.pareto-optimality"",""concept.weighted-sum-method""]",,,edition.r017.id-id.draft,unit.r017.book1.ch13.text.subsubsection-004,id-ID,4,unit.r017.book1.ch13.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,,,d3d83cb13eb0b34433551b1ed228c51dcbc062ab90f125049c7f323a3cf065b3,,,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,translation_target_projection,false,verified,,,fdf54af896a737baefc95e0ac2db657fb35cf7e1c0df2eb84621ee8d0bb86357,subsubsection,pass,393,393,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,,Rantai Pasok dan Keberlanjutan,"[1,15,1,1,2,1,4]","[""unit.r017.book1"",""unit.r017.book1.ch13"",""unit.r017.book1.ch13.text"",""unit.r017.book1.ch13.text.chapter-001"",""unit.r017.book1.ch13.text.section-002"",""unit.r017.book1.ch13.text.subsection-001"",""unit.r017.book1.ch13.text.subsubsection-004""]",structurally_verified,subsubsection
,,,,"[""concept.epsilon-constraint-method"",""concept.lexicographic-optimization"",""concept.multiobjective-optimization"",""concept.pareto-optimality"",""concept.weighted-sum-method""]",,,edition.r017.id-id.draft,unit.r017.book1.ch13.text.subsubsection-005,id-ID,5,unit.r017.book1.ch13.text.section-004,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,,,d3d83cb13eb0b34433551b1ed228c51dcbc062ab90f125049c7f323a3cf065b3,,,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,translation_target_projection,true,verified,,,076ba5b1d702734c0df6e57728cd329353c078b9901fac548fade98c5abcc05a,subsubsection,pass,643,643,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,,Solusi Terpilih,"[1,15,1,1,4,5]","[""unit.r017.book1"",""unit.r017.book1.ch13"",""unit.r017.book1.ch13.text"",""unit.r017.book1.ch13.text.chapter-001"",""unit.r017.book1.ch13.text.section-004"",""unit.r017.book1.ch13.text.subsubsection-005""]",structurally_verified,subsubsection
,,,,"[""concept.epsilon-constraint-method"",""concept.lexicographic-optimization"",""concept.multiobjective-optimization"",""concept.pareto-optimality"",""concept.weighted-sum-method""]",,,edition.r017.id-id.draft,unit.r017.book1.ch13.text.table-001,id-ID,1,unit.r017.book1.ch13.text.section-002,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,,,d3d83cb13eb0b34433551b1ed228c51dcbc062ab90f125049c7f323a3cf065b3,,,tab:moo-methods,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,translation_target_projection,false,verified,,,3ee20b6a3c1477a83ffffee69e0634b13951ade938eee4e601048da91d4107cb,table,pass,304,324,tab:moo-methods,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch09-multi-objective/multi-objective-optimization_updated.tex,,,"[1,15,1,1,2,1]","[""unit.r017.book1"",""unit.r017.book1.ch13"",""unit.r017.book1.ch13.text"",""unit.r017.book1.ch13.text.chapter-001"",""unit.r017.book1.ch13.text.section-002"",""unit.r017.book1.ch13.text.table-001""]",structurally_verified,table
"[""rights.thirdparty.lippman""]",,,,"[""concept.graph-theory"",""concept.shortest-path"",""concept.dijkstra-algorithm"",""concept.minimum-spanning-tree"",""concept.kruskal-algorithm"",""concept.prim-algorithm"",""concept.euler-circuit"",""concept.hamilton-circuit"",""concept.traveling-salesperson""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch14,mul,16,unit.r017.book1,"[""concept.graph-theory""]",,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,,,,,,chapter-14,,,,,verified,,,,,,,,,,,,Graph Algorithms,Algoritme Graf,"[1,16]","[""unit.r017.book1"",""unit.r017.book1.ch14""]",structurally_verified,chapter
,target_projection,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch14.solutions-manual,mul,2,unit.r017.book1.ch14,[],,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,,draft,,,ce143e1c44694c9d47d00870fc31d1e63c70c1fe9d679e32593bc5eef9b7689a,,pass,,,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,,"[1,16,2]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual""]",translated,solutions_manual
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.section-001,id-ID,1,unit.r017.book1.ch14.solutions-manual,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,false,verified,,,e59dfde9ede2f23e1009fd5dc3f0f41aab112e2ecf34f3ef85f5b670dc4b3223,section,pass,12,12,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Bab 14: Algoritme Graf,"[1,16,2,1]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001""]",structurally_verified,section
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-001,id-ID,1,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,a4d43991f2a5281ac67bf6d17b10a1dd0681b26f68c88decb74f069edc684849,subsection,pass,16,16,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Cek pembelajaran (graf harga tiket pesawat lima kota),"[1,16,2,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-001""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-002,id-ID,2,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,5c5f6ccf6942856257a35ad89bcf385a16b60210b9219e679903fbac5a5ce858,subsection,pass,20,20,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Latihan 14.1: Pohon Merentang Biaya Minimum (Kruskal),"[1,16,2,1,2]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-002""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-003,id-ID,3,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,377d7a41086ae9dda98b5fe99758c920b5fabdeaeab817b01eecfc29804ec939,subsection,pass,35,35,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Latihan 14.2: NetworkX,"[1,16,2,1,3]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-003""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-004,id-ID,4,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,568b6679067bb639c2a15ec22562067ffbe08c746d78e59e339d119451743311,subsection,pass,44,44,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Latihan 14.3: Algoritme Prim,"[1,16,2,1,4]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-004""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-005,id-ID,5,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,e571cc56827afd4aa8025a7f3759e86290a2e57c34aa38f12d49023b4fb52c25,subsection,pass,63,63,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Latihan 14.4: Masalah Lintasan Terpendek (A ke G),"[1,16,2,1,5]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-005""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-006,id-ID,6,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,92979b2ad314102626637048abd30b656f73caae4b91a9cd0c5b6d6a4a9c98de,subsection,pass,71,71,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 1: Graf petugas pos (menggambar),"[1,16,2,1,6]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-006""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-007,id-ID,7,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,40d22635b828cb5a9bdc15e5d9165ebe2ffdc3be3c346b174008a7039669c93c,subsection,pass,75,75,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 2: Graf tujuh jembatan (menggambar),"[1,16,2,1,7]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-007""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-008,id-ID,8,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,8fe745f775c5abd241ec07f54a35606d3568a0eb1143180d95eadaf68a5c7b85,subsection,pass,83,83,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 3: Graf waktu berkendara Dallas (menggambar),"[1,16,2,1,8]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-008""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-009,id-ID,9,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,65c04019b8948c67a93705ec2c08ff2fdfd119c39a18751a40a033dc75241974,subsection,pass,89,89,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 4: Graf harga tiket pesawat (menggambar),"[1,16,2,1,9]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-009""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-010,id-ID,10,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,cb29a899dff67b3ca2e5204e243f80edb8f108b98afe5ec05498cce6c65e684d,subsection,pass,95,95,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 5: Derajat pada graf pertama,"[1,16,2,1,10]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-010""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-011,id-ID,11,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,6728f9ae7db311bb2a64b24bc74c5857c43af4317ec538e8745e70ca074451aa,subsection,pass,103,103,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 6: Derajat pada graf kedua,"[1,16,2,1,11]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-011""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-012,id-ID,12,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,6b671ba1837e9df064a798c42d2ab91bcbba342d38430185149f9c432839f9dd,subsection,pass,111,111,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 7: Graf mana yang terhubung (lima simpul),"[1,16,2,1,12]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-012""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-013,id-ID,13,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,44f085dd62297bff7fbb65c51c7a7329e7b2779ed461f760f5da100a35f21c1b,subsection,pass,121,121,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 8: Graf mana yang terhubung (delapan simpul),"[1,16,2,1,13]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-013""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-014,id-ID,14,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,881c772ed21a64a45b065e50b8267d629a538599f86131541f84d5f20d16c1fc,subsection,pass,131,131,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,"Keterampilan 9: Eurail, Bern ke Berlin (Dijkstra)","[1,16,2,1,14]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-014""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-015,id-ID,15,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,bf4b3dd6d8792039241b6f851d2244b77cf10f3c496673ffc2689d368f72e29f,subsection,pass,148,148,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,"Keterampilan 10: Eurail, Paris ke M\""unchen","[1,16,2,1,15]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-015""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-016,id-ID,16,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,e0c9dc771ea5a9aa130382bdd17758e8ae127575ee3131345d09a7ccd68c4acf,subsection,pass,157,157,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 11: MST graf Dallas,"[1,16,2,1,16]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-016""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-017,id-ID,17,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,6a4f2f4f7b4a8aaf26a8fa7d0ab0d6e7cc1911a8f0a378c6f50ac7019f8cd35d,subsection,pass,170,170,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 12: MST untuk lima bangunan,"[1,16,2,1,17]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-017""]",structurally_verified,subsection
